,n,p,sigma,method,mean_logmse,sd_logmse,se_logmse,reps,sce,var_logmse,ci_lo,ci_hi
25,1000,40,3,rev-weight-kern,0.433897220805769,0.348858069007858,0.0110318607819303,1000,12,0.121701952311892,0.412274773673185,0.455519667938352
26,1000,40,3,rev-weight-dnn,0.33672899079674,0.345239585322353,0.0109174342807067,1000,12,0.11919037127355,0.415330819606555,0.458127161986926
27,1000,40,3,rev-weight-lasso,0.452175273822647,0.352262302217029,0.0111395120882039,1000,12,0.124088729563241,0.430341830129767,0.474008717515527
28,1000,40,3,unrev-weight-lasso,0.455344097420303,0.351243128708814,0.0111072829920353,1000,12,0.123371735465156,0.433573822755914,0.477114372084692
29,1000,40,3,unrev-weight-kern,0.460424659245096,0.356667063885293,0.0112788028824231,1000,12,0.127211394460556,0.438318205595547,0.482531112894646
30,1000,40,3,unrev-weight-dnn,0.401082618471785,0.345308721660359,0.0109196205636786,1000,12,0.119238113254712,0.439680162166975,0.482485074776595
31,1000,40,3,rev-weight-xgboost,0.55134501790768,0.367536080775189,0.0116225113754122,1000,12,0.135082770671586,0.528564895611872,0.574125140203488
32,1000,40,3,unrev-weight-xgboost,0.841333587354393,0.353161260250659,0.0111679396372757,1000,12,0.124722875741834,0.819444425665333,0.863222749043454
33,2000,20,1,rev-weight-dnn,-0.292016716,0.5751227189418,0.0181869772596495,1000,13,0.330766141843009,-0.327663191,-0.256370241
34,2000,20,1,unrev-weight-dnn,-0.268745681,0.568205676126036,0.0179682411599423,1000,13,0.322857690381845,-0.303963434,-0.233527929
35,2000,20,1,rev-weight-kern,-0.026994868,0.467054732205878,0.0147695674573057,1000,13,0.218140122875904,-0.05594322,0.00195348421339282
36,2000,20,1,unrev-weight-kern,0.0806673997112094,0.435337229930715,0.0137665719684949,1000,13,0.189518503763748,0.0536849186529595,0.107649880769459
37,2000,20,1,rev-weight-xgboost,0.156275175209703,0.422101487684637,0.0133480210482896,1000,13,0.178169665905583,0.130113053955055,0.182437296464351
38,2000,20,1,unrev-weight-xgboost,0.192527195569468,0.427951430176704,0.013533012472849,1000,13,0.183142426590286,0.166002491122684,0.219051900016252
39,2000,20,1,rev-weight-lasso,0.413105440720635,0.337151257713732,0.0106616589036581,1000,13,0.113670970577951,0.392208589269465,0.434002292171805
40,2000,20,1,unrev-weight-lasso,0.413338954852084,0.336975539494185,0.0106561022056565,1000,13,0.113552514217397,0.392452994528997,0.43422491517517
41,2000,20,3,rev-weight-dnn,0.26530162854553,0.333278654669118,0.0105391964427112,1000,14,0.111074661658057,0.344644803517816,0.385958453573244
42,2000,20,3,unrev-weight-dnn,0.305557153236437,0.333667539002813,0.0105514940451196,1000,14,0.111334026584194,0.344876224908002,0.386238081564871
43,2000,20,3,rev-weight-kern,0.388073200309234,0.326142252876473,0.0103135236030826,1000,14,0.106368769111341,0.367858694047192,0.408287706571276
44,2000,20,3,unrev-weight-lasso,0.405444002213286,0.324526153673313,0.0102624180590149,1000,14,0.105317224417995,0.385329662817617,0.425558341608955
45,2000,20,3,rev-weight-lasso,0.406385964195189,0.32569324775645,0.0102993248144791,1000,14,0.106076091634144,0.38619928755881,0.426572640831568
46,2000,20,3,unrev-weight-kern,0.426872265731373,0.332516281360442,0.0105150880818839,1000,14,0.110567077369777,0.40626269309088,0.447481838371865
47,2000,20,3,rev-weight-xgboost,0.460474499180863,0.347844479136125,0.0109998082558507,1000,14,0.120995781665482,0.438914874999396,0.482034123362331
48,2000,20,3,unrev-weight-xgboost,0.623405922078741,0.350828325452827,0.0110941657613376,1000,14,0.123080513940034,0.60166135718652,0.645150486970963
49,2000,40,1,rev-weight-dnn,-0.21815245,0.520263249978335,0.0164521685281308,1000,15,0.270673849278019,-0.250398701,-0.1859062
50,2000,40,1,unrev-weight-dnn,-0.188967555,0.508705996638765,0.0160866960876446,1000,15,0.258781791016239,-0.22049748,-0.157437631
51,2000,40,1,rev-weight-xgboost,0.284630897791586,0.373159106516681,0.0118003270622609,1000,15,0.139247718776328,0.261502256749555,0.307759538833618
52,2000,40,1,unrev-weight-xgboost,0.298735311010641,0.373442385389516,0.0118092851267726,1000,15,0.139459215205412,0.275589112162167,0.321881509859115
53,2000,40,1,rev-weight-kern,0.367411107594699,0.331249058666634,0.010475014981733,1000,15,0.109725938867531,0.346880078230503,0.387942136958896
54,2000,40,1,unrev-weight-lasso,0.391374148781012,0.327153663791536,0.0103455072245021,1000,15,0.107029519732226,0.371096954620988,0.411651342941036
55,2000,40,1,rev-weight-lasso,0.392031226813746,0.327430318403052,0.0103542558114779,1000,15,0.107210613409524,0.371736885423249,0.412325568204243
56,2000,40,1,unrev-weight-kern,0.402919846031355,0.328304596947961,0.0103819029265912,1000,15,0.107783908377163,0.382571316295237,0.423268375767474
57,2000,40,3,unrev-weight-dnn,0.308566630887748,0.30812861860157,0.00974388247062287,1000,16,0.0949432456013117,0.349468621245328,0.387664640530169
58,2000,40,3,rev-weight-dnn,0.269058277279853,0.308724975571872,0.00976274093386959,1000,16,0.0953111105418529,0.349923305049469,0.388193249510237
59,2000,40,3,rev-weight-kern,0.37693463041982,0.309634456977033,0.0097915012611684,1000,16,0.0958734969474623,0.357743287947929,0.39612597289171
60,2000,40,3,rev-weight-lasso,0.382145504776393,0.308793392171055,0.00976490445670141,1000,16,0.095353359048507,0.363006292041258,0.401284717511528
61,2000,40,3,unrev-weight-lasso,0.382573897832763,0.308463068208913,0.00975445869584039,1000,16,0.0951494644488563,0.363455158788916,0.40169263687661
62,2000,40,3,unrev-weight-kern,0.404721818653056,0.321197187674613,0.0101571469109234,1000,16,0.103167633370081,0.384813810707646,0.424629826598466
63,2000,40,3,rev-weight-xgboost,0.409108708248957,0.331516699710342,0.0104834785346676,1000,16,0.109903322186837,0.388561090321008,0.429656326176906
64,2000,40,3,unrev-weight-xgboost,0.54961560213794,0.337876376140168,0.010684589161667,1000,16,0.114160445553612,0.528673807381072,0.570557396894807
